GKZ;Gebietsname;Wahlberechtigte;Wahlbeteiligung in %;Stimmen;Ungültig;Gültig;ÖVP;%;SPÖ;%;FPÖ;%;GRÜNE;%;BZÖ;%;NEOS;%;REKOS;%;ANDERS;%;EUSTOP;%;;;;abgegeben;ungültig;gültig
G50608;Lend;1118;36,49%;408;23;385;90;23,38%;176;45,71%;77;20,00%;10;2,60%;4;1,04%;8;2,08%;1;0,26%;3;0,78%;16;4,16%;;;;;;
G50609;Leogang;2435;39,55%;963;29;934;425;45,50%;242;25,91%;120;12,85%;70;7,49%;4;0,43%;50;5,35%;3;0,32%;5;0,54%;15;1,61%;;;;;;
G50610;Lofer;1675;28,90%;484;17;467;193;41,33%;66;14,13%;110;23,55%;44;9,42%;3;0,64%;37;7,92%;2;0,43%;2;0,43%;10;2,14%;;;;;;
G50611;Maishofen;2515;34,67%;872;26;846;349;41,25%;180;21,28%;152;17,97%;86;10,17%;2;0,24%;44;5,20%;4;0,47%;11;1,30%;18;2,13%;;;;;;
G50612;Maria Alm am Steinernen Meer;1571;28,64%;450;13;437;182;41,65%;61;13,96%;89;20,37%;45;10,30%;2;0,46%;37;8,47%;0;0,00%;7;1,60%;14;3,20%;;;;;;
G50613;Mittersill;3946;30,46%;1202;27;1175;382;32,51%;240;20,43%;304;25,87%;116;9,87%;3;0,26%;72;6,13%;9;0,77%;16;1,36%;33;2,81%;;;;;;
G50614;Neukirchen am Großvenediger;2070;25,94%;537;23;514;200;38,91%;139;27,04%;67;13,04%;34;6,61%;1;0,19%;31;6,03%;7;1,36%;6;1,17%;29;5,64%;;;;;;
G50615;Niedernsill;2024;34,09%;690;31;659;241;36,57%;141;21,40%;161;24,43%;49;7,44%;1;0,15%;43;6,53%;3;0,46%;4;0,61%;16;2,43%;;;;;;
G50616;Piesendorf;2820;30,14%;850;18;832;283;34,01%;168;20,19%;172;20,67%;65;7,81%;5;0,60%;69;8,29%;15;1,80%;13;1,56%;42;5,05%;;;;;;
G50617;Rauris;2416;28,68%;693;20;673;308;45,77%;136;20,21%;135;20,06%;36;5,35%;3;0,45%;24;3,57%;5;0,74%;6;0,89%;20;2,97%;;;;;;
G50618;Saalbach-Hinterglemm;2221;32,33%;718;22;696;321;46,12%;93;13,36%;193;27,73%;32;4,60%;4;0,57%;33;4,74%;4;0,57%;5;0,72%;11;1,58%;;;;;;
G50619;Saalfelden am Steinernen Meer;11997;32,52%;3902;100;3802;965;25,38%;1051;27,64%;782;20,57%;481;12,65%;11;0,29%;238;6,26%;61;1,60%;55;1,45%;158;4,16%;;;;;;
G50620;Sankt Martin bei Lofer;917;41,66%;382;12;370;141;38,11%;70;18,92%;66;17,84%;58;15,68%;1;0,27%;22;5,95%;1;0,27%;1;0,27%;10;2,70%;;;;;;
G50621;Stuhlfelden;1234;41,09%;507;18;489;173;35,38%;110;22,49%;136;27,81%;28;5,73%;0;0,00%;16;3,27%;10;2,04%;5;1,02%;11;2,25%;;;;;;
G50622;Taxenbach;2155;33,18%;715;25;690;276;40,00%;162;23,48%;154;22,32%;44;6,38%;2;0,29%;23;3,33%;6;0,87%;5;0,72%;18;2,61%;;;;;;
G50623;Unken;1461;38,33%;560;14;546;182;33,33%;102;18,68%;175;32,05%;27;4,95%;4;0,73%;32;5,86%;3;0,55%;13;2,38%;8;1,47%;;;;;;
G50624;Uttendorf;2264;32,51%;736;38;698;194;27,79%;249;35,67%;155;22,21%;30;4,30%;2;0,29%;36;5,16%;13;1,86%;8;1,15%;11;1,58%;;;;;;
G50625;Viehhofen;459;32,90%;151;5;146;48;32,88%;20;13,70%;57;39,04%;7;4,79%;1;0,68%;8;5,48%;1;0,68%;1;0,68%;3;2,05%;;;;;;
G50626;Wald im Pinzgau;909;29,81%;271;12;259;109;42,08%;58;22,39%;52;20,08%;16;6,18%;0;0,00%;14;5,41%;4;1,54%;1;0,39%;5;1,93%;;;;;;
G50627;Weißbach bei Lofer;318;40,25%;128;3;125;69;55,20%;18;14,40%;18;14,40%;13;10,40%;0;0,00%;4;3,20%;1;0,80%;0;0,00%;2;1,60%;;;;;;
G50628;Zell am See;6626;29,17%;1933;47;1886;552;29,27%;491;26,03%;439;23,28%;188;9,97%;2;0,11%;137;7,26%;24;1,27%;9;0,48%;44;2,33%;;;;;;
G50699;Wahlkarten - Zell am See;0;;3534;59;3475;1035;29,78%;870;25,04%;489;14,07%;514;14,79%;8;0,23%;345;9,93%;40;1,15%;41;1,18%;133;3,83%;;;;;;
G60000;Steiermark;974567;42,55%;414699;8584;406115;102630;25,27%;92392;22,75%;98446;24,24%;53038;13,06%;2227;0,55%;35367;8,71%;4187;1,03%;8378;2,06%;9450;2,33%;;;;;;
G6A000;Graz und Umgebung;315444;43,44%;137018;2143;134875;27732;20,56%;25900;19,20%;28320;21,00%;28468;21,11%;706;0,52%;15276;11,33%;1340;0,99%;4475;3,32%;2658;1,97%;;;;;;
G6A099;Wahlkarten - Graz und Umgebung;0;;20135;229;19906;4051;20,35%;3437;17,27%;3122;15,68%;4768;23,95%;104;0,52%;3073;15,44%;182;0,91%;714;3,59%;455;2,29%;;;;;;
G6B000;Oststeiermark;220057;43,01%;94637;2408;92229;33209;36,01%;15041;16,31%;23151;25,10%;8993;9,75%;471;0,51%;7092;7,69%;1054;1,14%;1184;1,28%;2034;2,21%;;;;;;
G6B099;Wahlkarten - Oststeiermark;0;;9155;158;8997;2764;30,72%;1522;16,92%;1754;19,50%;1307;14,53%;46;0,51%;1052;11,69%;89;0,99%;181;2,01%;282;3,13%;;;;;;
G6C000;Weststeiermark;157735;39,24%;61902;1379;60523;16214;26,79%;13860;22,90%;17051;28,17%;5453;9,01%;378;0,62%;4646;7,68%;681;1,13%;770;1,27%;1470;2,43%;;;;;;
G6C099;Wahlkarten - Weststeiermark;0;;7585;116;7469;1802;24,13%;1740;23,30%;1653;22,13%;945;12,65%;41;0,55%;820;10,98%;86;1,15%;116;1,55%;266;3,56%;;;;;;
G6D000;Obersteiermark;281331;43,06%;121142;2654;118488;25475;21,50%;37591;31,73%;29924;25,25%;10124;8,54%;672;0,57%;8353;7,05%;1112;0,94%;1949;1,64%;3288;2,77%;;;;;;
G6D099;Wahlkarten - Obersteiermark;0;;16442;257;16185;3202;19,78%;5088;31,44%;3027;18,70%;1933;11,94%;104;0,64%;1764;10,90%;138;0,85%;354;2,19%;575;3,55%;;;;;;
G60099;Wahlkarten - Steiermark;0;;53317;760;52557;11819;22,49%;11787;22,43%;9556;18,18%;8953;17,03%;295;0,56%;6709;12,77%;495;0,94%;1365;2,60%;1578;3,00%;;;;;;
G60100;Graz;198032;44,13%;87387;1238;86149;16629;19,30%;15447;17,93%;15446;17,93%;21751;25,25%;428;0,50%;10580;12,28%;859;1,00%;3518;4,08%;1491;1,73%;;;;;;
G60101;Graz(Stadt);198032;37,16%;73594;1091;72503;13864;19,12%;13284;18,32%;13703;18,90%;17949;24,76%;371;0,51%;8353;11,52%;748;1,03%;2967;4,09%;1264;1,74%;;;;;;
G60199;Wahlkarten - Graz;0;;13793;147;13646;2765;20,26%;2163;15,85%;1743;12,77%;3802;27,86%;57;0,42%;2227;16,32%;111;0,81%;551;4,04%;227;1,66%;;;;;;
G60300;Deutschlandsberg;50385;40,62%;20467;491;19976;5743;28,75%;4383;21,94%;5280;26,43%;1864;9,33%;114;0,57%;1537;7,69%;280;1,40%;284;1,42%;491;2,46%;;;;;;
G60301;Aibl;1162;29,26%;340;8;332;140;42,17%;38;11,45%;103;31,02%;27;8,13%;0;0,00%;9;2,71%;8;2,41%;4;1,20%;3;0,90%;;;;;;
G60302;Deutschlandsberg;6666;30,83%;2055;47;2008;379;18,87%;632;31,47%;444;22,11%;268;13,35%;13;0,65%;157;7,82%;34;1,69%;39;1,94%;42;2,09%;;;;;;
G60303;Eibiswald;1209;37,22%;450;13;437;101;23,11%;76;17,39%;155;35,47%;41;9,38%;1;0,23%;31;7,09%;11;2,52%;8;1,83%;13;2,97%;;;;;;
G60305;Frauental an der Laßnitz;2413;36,43%;879;31;848;189;22,29%;315;37,15%;195;23,00%;67;7,90%;6;0,71%;48;5,66%;5;0,59%;13;1,53%;10;1,18%;;;;;;
G60306;Freiland bei Deutschlandsberg;119;45,38%;54;1;53;21;39,62%;9;16,98%;16;30,19%;3;5,66%;0;0,00%;2;3,77%;0;0,00%;1;1,89%;1;1,89%;;;;;;
G60307;Bad Gams;1947;31,43%;612;14;598;133;22,24%;141;23,58%;183;30,60%;61;10,20%;7;1,17%;42;7,02%;4;0,67%;14;2,34%;13;2,17%;;;;;;
G60308;Garanas;217;57,14%;124;2;122;63;51,64%;10;8,20%;28;22,95%;10;8,20%;0;0,00%;8;6,56%;1;0,82%;0;0,00%;2;1,64%;;;;;;
G60309;Georgsberg;1246;40,69%;507;16;491;169;34,42%;53;10,79%;154;31,36%;48;9,78%;2;0,41%;47;9,57%;4;0,81%;4;0,81%;10;2,04%;;;;;;
G60310;Greisdorf;845;34,91%;295;4;291;101;34,71%;45;15,46%;77;26,46%;15;5,15%;1;0,34%;32;11,00%;3;1,03%;11;3,78%;6;2,06%;;;;;;
G60311;Gressenberg;239;44,35%;106;2;104;40;38,46%;21;20,19%;27;25,96%;8;7,69%;1;0,96%;1;0,96%;0;0,00%;2;1,92%;4;3,85%;;;;;;
G60312;Groß Sankt Florian;2400;35,88%;861;22;839;326;38,86%;156;18,59%;175;20,86%;84;10,01%;0;0,00%;66;7,87%;14;1,67%;4;0,48%;14;1,67%;;;;;;
G60313;Großradl;1172;32,51%;381;8;373;151;40,48%;64;17,16%;100;26,81%;22;5,90%;3;0,80%;20;5,36%;2;0,54%;2;0,54%;9;2,41%;;;;;;
G60314;Gundersdorf;335;40,90%;137;1;136;49;36,03%;23;16,91%;47;34,56%;8;5,88%;1;0,74%;2;1,47%;0;0,00%;1;0,74%;5;3,68%;;;;;;
G60315;Hollenegg;1763;32,10%;566;17;549;142;25,87%;129;23,50%;156;28,42%;44;8,01%;6;1,09%;48;8,74%;9;1,64%;5;0,91%;10;1,82%;;;;;;
G60316;Kloster;167;43,71%;73;5;68;17;25,00%;15;22,06%;21;30,88%;8;11,76%;1;1,47%;4;5,88%;0;0,00%;2;2,94%;0;0,00%;;;;;;
G60318;Lannach;2710;32,73%;887;19;868;194;22,35%;168;19,35%;266;30,65%;101;11,64%;2;0,23%;87;10,02%;12;1,38%;14;1,61%;24;2,76%;;;;;;
G60319;Limberg bei Wies;772;31,74%;245;5;240;48;20,00%;79;32,92%;78;32,50%;13;5,42%;1;0,42%;13;5,42%;4;1,67%;2;0,83%;2;0,83%;;;;;;
G60320;Marhof;907;39,80%;361;6;355;84;23,66%;76;21,41%;129;36,34%;19;5,35%;7;1,97%;18;5,07%;3;0,85%;5;1,41%;14;3,94%;;;;;;
G60321;Osterwitz;121;55,37%;67;2;65;21;32,31%;16;24,62%;16;24,62%;3;4,62%;0;0,00%;7;10,77%;2;3,08%;0;0,00%;0;0,00%;;;;;;
G60322;Pitschgau;1310;30,23%;396;3;393;74;18,83%;139;35,37%;127;32,32%;16;4,07%;0;0,00%;16;4,07%;4;1,02%;5;1,27%;12;3,05%;;;;;;
G60323;Pölfing-Brunn;1388;31,48%;437;19;418;97;23,21%;131;31,34%;131;31,34%;24;5,74%;2;0,48%;15;3,59%;1;0,24%;8;1,91%;9;2,15%;;;;;;
G60324;Preding;1424;32,37%;461;15;446;111;24,89%;105;23,54%;121;27,13%;49;10,99%;2;0,45%;42;9,42%;0;0,00%;6;1,35%;10;2,24%;;;;;;
G60325;Rassach;1173;31,20%;366;12;354;129;36,44%;48;13,56%;103;29,10%;30;8,47%;3;0,85%;30;8,47%;7;1,98%;2;0,56%;2;0,56%;;;;;;
G60326;Sankt Josef (Weststeiermark);1178;42,95%;506;9;497;133;26,76%;107;21,53%;129;25,96%;55;11,07%;6;1,21%;38;7,65%;10;2,01%;6;1,21%;13;2,62%;;;;;;
G60327;Sankt Martin im Sulmtal;1491;37,36%;557;12;545;204;37,43%;73;13,39%;175;32,11%;41;7,52%;1;0,18%;27;4,95%;9;1,65%;2;0,37%;13;2,39%;;;;;;
G60328;Sankt Oswald ob Eibiswald;463;32,18%;149;3;146;58;39,73%;37;25,34%;38;26,03%;6;4,11%;1;0,68%;4;2,74%;1;0,68%;1;0,68%;0;0,00%;;;;;;
G60329;Sankt Peter im Sulmtal;1121;38,45%;431;8;423;216;51,06%;52;12,29%;107;25,30%;19;4,49%;1;0,24%;10;2,36%;4;0,95%;3;0,71%;11;2,60%;;;;;;
G60330;Sankt Stefan ob Stainz;1817;35,28%;641;14;627;186;29,67%;108;17,22%;171;27,27%;56;8,93%;7;1,12%;54;8,61%;20;3,19%;9;1,44%;16;2,55%;;;;;;
G60331;Schwanberg;1688;34,30%;579;16;563;134;23,80%;139;24,69%;145;25,75%;70;12,43%;3;0,53%;34;6,04%;12;2,13%;8;1,42%;18;3,20%;;;;;;
G60332;Soboth;286;48,25%;138;4;134;39;29,10%;52;38,81%;25;18,66%;7;5,22%;0;0,00%;6;4,48%;2;1,49%;0;0,00%;3;2,24%;;;;;;
G60333;Stainz;2091;33,72%;705;17;688;212;30,81%;120;17,44%;137;19,91%;91;13,23%;2;0,29%;83;12,06%;9;1,31%;18;2,62%;16;2,33%;;;;;;
G60334;Stainztal;1216;44,16%;537;27;510;137;26,86%;98;19,22%;167;32,75%;45;8,82%;2;0,39%;33;6,47%;8;1,57%;4;0,78%;16;3,14%;;;;;;
G60335;Stallhof;444;36,04%;160;3;157;23;14,65%;49;31,21%;52;33,12%;14;8,92%;0;0,00%;12;7,64%;1;0,64%;2;1,27%;4;2,55%;;;;;;
G60336;Sulmeck-Greith;1154;40,03%;462;14;448;157;35,04%;98;21,88%;127;28,35%;23;5,13%;1;0,22%;22;4,91%;7;1,56%;4;0,89%;9;2,01%;;;;;;
G60338;Trahütten;328;39,33%;129;0;129;50;38,76%;16;12,40%;33;25,58%;14;10,85%;3;2,33%;9;6,98%;0;0,00%;1;0,78%;3;2,33%;;;;;;
G60339;Unterbergla;1136;37,94%;431;11;420;146;34,76%;71;16,90%;128;30,48%;24;5,71%;3;0,71%;27;6,43%;4;0,95%;3;0,71%;14;3,33%;;;;;;
G60340;Wernersdorf;528;32,39%;171;5;166;68;40,96%;31;18,67%;49;29,52%;5;3,01%;0;0,00%;10;6,02%;1;0,60%;1;0,60%;1;0,60%;;;;;;
G60341;Wettmannstätten;1282;39,55%;507;12;495;174;35,15%;84;16,97%;155;31,31%;20;4,04%;3;0,61%;34;6,87%;6;1,21%;4;0,81%;15;3,03%;;;;;;
G60342;Wielfresen;495;36,16%;179;3;176;74;42,05%;21;11,93%;53;30,11%;10;5,68%;2;1,14%;9;5,11%;0;0,00%;2;1,14%;5;2,84%;;;;;;
G60343;Wies;1962;32,31%;634;16;618;193;31,23%;164;26,54%;146;23,62%;34;5,50%;1;0,16%;51;8,25%;8;1,29%;7;1,13%;14;2,27%;;;;;;
G60399;Wahlkarten - Deutschlandsberg;0;;2891;45;2846;760;26,70%;574;20,17%;591;20,77%;361;12,68%;19;0,67%;329;11,56%;50;1,76%;57;2,00%;105;3,69%;;;;;;
G60600;Graz-Umgebung;117412;42,27%;49631;905;48726;11103;22,79%;10453;21,45%;12874;26,42%;6717;13,79%;278;0,57%;4696;9,64%;481;0,99%;957;1,96%;1167;2,40%;;;;;;
G60601;Attendorf;1519;35,09%;533;3;530;147;27,74%;88;16,60%;139;26,23%;79;14,91%;2;0,38%;45;8,49%;2;0,38%;9;1,70%;19;3,58%;;;;;;
G60602;Brodingberg;1058;42,34%;448;5;443;118;26,64%;42;9,48%;126;28,44%;59;13,32%;4;0,90%;59;13,32%;14;3,16%;9;2,03%;12;2,71%;;;;;;
G60603;Deutschfeistritz;3073;40,77%;1253;38;1215;231;19,01%;262;21,56%;435;35,80%;103;8,48%;8;0,66%;103;8,48%;11;0,91%;28;2,30%;34;2,80%;;;;;;
G60604;Dobl;1387;39,51%;548;14;534;165;30,90%;73;13,67%;168;31,46%;48;8,99%;0;0,00%;42;7,87%;14;2,62%;11;2,06%;13;2,43%;;;;;;
G60605;Edelsgrub;566;29,15%;165;0;165;59;35,76%;22;13,33%;36;21,82%;20;12,12%;1;0,61%;18;10,91%;0;0,00%;3;1,82%;6;3,64%;;;;;;
G60606;Eggersdorf bei Graz;1706;36,99%;631;13;618;162;26,21%;132;21,36%;146;23,62%;79;12,78%;3;0,49%;56;9,06%;14;2,27%;13;2,10%;13;2,10%;;;;;;
G60607;Eisbach;2423;44,53%;1079;19;1060;196;18,49%;204;19,25%;357;33,68%;155;14,62%;1;0,09%;92;8,68%;12;1,13%;21;1,98%;22;2,08%;;;;;;
G60608;Feldkirchen bei Graz;4319;31,77%;1372;25;1347;281;20,86%;264;19,60%;463;34,37%;142;10,54%;14;1,04%;115;8,54%;13;0,97%;24;1,78%;31;2,30%;;;;;;
G60609;Fernitz;2723;38,19%;1040;27;1013;313;30,90%;173;17,08%;230;22,70%;148;14,61%;5;0,49%;104;10,27%;9;0,89%;16;1,58%;15;1,48%;;;;;;
G60610;Frohnleiten;4903;40,14%;1968;38;1930;343;17,77%;619;32,07%;475;24,61%;232;12,02%;10;0,52%;163;8,45%;13;0,67%;24;1,24%;51;2,64%;;;;;;
G60611;Gössendorf;2985;32,26%;963;25;938;183;19,51%;228;24,31%;304;32,41%;95;10,13%;2;0,21%;81;8,64%;6;0,64%;26;2,77%;13;1,39%;;;;;;
G60612;Grambach;1370;40,15%;550;8;542;112;20,66%;117;21,59%;146;26,94%;80;14,76%;1;0,18%;64;11,81%;3;0,55%;9;1,66%;10;1,85%;;;;;;
G60613;Gratkorn;6151;34,68%;2133;50;2083;287;13,78%;607;29,14%;669;32,12%;238;11,43%;15;0,72%;155;7,44%;14;0,67%;36;1,73%;62;2,98%;;;;;;
G60614;Gratwein;2972;34,66%;1030;16;1014;128;12,62%;310;30,57%;289;28,50%;139;13,71%;3;0,30%;96;9,47%;7;0,69%;24;2,37%;18;1,78%;;;;;;
G60615;Großstübing;304;34,87%;106;3;103;33;32,04%;14;13,59%;41;39,81%;4;3,88%;0;0,00%;7;6,80%;0;0,00%;1;0,97%;3;2,91%;;;;;;
G60616;Gschnaidt;293;32,08%;94;0;94;31;32,98%;13;13,83%;43;45,74%;2;2,13%;1;1,06%;2;2,13%;0;0,00%;1;1,06%;1;1,06%;;;;;;
G60617;Hart bei Graz;3695;38,94%;1439;17;1422;295;20,75%;313;22,01%;271;19,06%;309;21,73%;6;0,42%;166;11,67%;16;1,13%;29;2,04%;17;1,20%;;;;;;
G60618;Haselsdorf-Tobelbad;1113;32,79%;365;8;357;60;16,81%;111;31,09%;78;21,85%;49;13,73%;1;0,28%;31;8,68%;11;3,08%;8;2,24%;8;2,24%;;;;;;
G60619;Hausmannstätten;2396;37,02%;887;13;874;291;33,30%;161;18,42%;155;17,73%;148;16,93%;3;0,34%;86;9,84%;5;0,57%;14;1,60%;11;1,26%;;;;;;
G60620;Hitzendorf;3007;38,48%;1157;20;1137;306;26,91%;240;21,11%;303;26,65%;133;11,70%;8;0,70%;89;7,83%;11;0,97%;22;1,93%;25;2,20%;;;;;;
G60621;Höf-Präbach;1135;41,32%;469;9;460;99;21,52%;83;18,04%;115;25,00%;67;14,57%;3;0,65%;69;15,00%;9;1,96%;5;1,09%;10;2,17%;;;;;;
G60622;Judendorf-Straßengel;4668;39,97%;1866;41;1825;281;15,40%;508;27,84%;445;24,38%;291;15,95%;9;0,49%;183;10,03%;23;1,26%;39;2,14%;46;2,52%;;;;;;
G60623;Kainbach bei Graz;2292;36,13%;828;19;809;229;28,31%;142;17,55%;154;19,04%;165;20,40%;4;0,49%;79;9,77%;10;1,24%;12;1,48%;14;1,73%;;;;;;
G60624;Kalsdorf bei Graz;4627;29,28%;1355;14;1341;270;20,13%;349;26,03%;404;30,13%;135;10,07%;8;0,60%;103;7,68%;11;0,82%;29;2,16%;32;2,39%;;;;;;
G60625;Krumegg;1214;30,56%;371;8;363;135;37,19%;43;11,85%;98;27,00%;29;7,99%;5;1,38%;39;10,74%;2;0,55%;10;2,75%;2;0,55%;;;;;;
G60626;Kumberg;2990;36,32%;1086;24;1062;250;23,54%;129;12,15%;230;21,66%;247;23,26%;15;1,41%;119;11,21%;21;1,98%;29;2,73%;22;2,07%;;;;;;
G60627;Langegg bei Graz;691;35,75%;247;5;242;100;41,32%;25;10,33%;48;19,83%;28;11,57%;1;0,41%;24;9,92%;5;2,07%;3;1,24%;8;3,31%;;;;;;
G60628;Laßnitzhöhe;2167;38,21%;828;21;807;217;26,89%;174;21,56%;140;17,35%;150;18,59%;3;0,37%;81;10,04%;7;0,87%;18;2,23%;17;2,11%;;;;;;
G60629;Lieboch;3931;34,24%;1346;30;1316;223;16,95%;321;24,39%;421;31,99%;164;12,46%;10;0,76%;98;7,45%;16;1,22%;21;1,60%;42;3,19%;;;;;;
G60630;Mellach;1034;29,40%;304;3;301;79;26,25%;61;20,27%;82;27,24%;41;13,62%;0;0,00%;21;6,98%;0;0,00%;3;1,00%;14;4,65%;;;;;;
G60631;Nestelbach bei Graz;934;33,19%;310;10;300;87;29,00%;57;19,00%;78;26,00%;35;11,67%;0;0,00%;32;10,67%;0;0,00%;6;2,00%;5;1,67%;;;;;;
G60632;Peggau;1698;29,86%;507;8;499;96;19,24%;129;25,85%;180;36,07%;43;8,62%;5;1,00%;27;5,41%;4;0,80%;6;1,20%;9;1,80%;;;;;;
G60633;Pirka;2586;36,12%;934;17;917;163;17,78%;231;25,19%;301;32,82%;91;9,92%;7;0,76%;89;9,71%;10;1,09%;15;1,64%;10;1,09%;;;;;;
G60634;Hart-Purgstall;1330;38,05%;506;6;500;162;32,40%;61;12,20%;147;29,40%;42;8,40%;6;1,20%;44;8,80%;7;1,40%;12;2,40%;19;3,80%;;;;;;
G60635;Raaba;1788;41,50%;742;16;726;166;22,87%;173;23,83%;171;23,55%;100;13,77%;2;0,28%;73;10,06%;1;0,14%;21;2,89%;19;2,62%;;;;;;
G60636;Röthelstein;177;49,72%;88;0;88;23;26,14%;19;21,59%;32;36,36%;6;6,82%;1;1,14%;4;4,55%;1;1,14%;0;0,00%;2;2,27%;;;;;;
G60637;Rohrbach-Steinberg;1186;37,44%;444;9;435;76;17,47%;140;32,18%;104;23,91%;48;11,03%;3;0,69%;43;9,89%;5;1,15%;3;0,69%;13;2,99%;;;;;;
G60639;Sankt Bartholomä;1168;40,67%;475;5;470;162;34,47%;85;18,09%;115;24,47%;54;11,49%;1;0,21%;40;8,51%;0;0,00%;6;1,28%;7;1,49%;;;;;;
G60640;Sankt Marein bei Graz;1071;36,13%;387;4;383;102;26,63%;48;12,53%;77;20,10%;91;23,76%;1;0,26%;34;8,88%;5;1,31%;15;3,92%;10;2,61%;;;;;;
G60641;Sankt Oswald bei Plankenwarth;1045;34,83%;364;9;355;97;27,32%;100;28,17%;65;18,31%;42;11,83%;0;0,00%;33;9,30%;1;0,28%;9;2,54%;8;2,25%;;;;;;
G60642;Sankt Radegund bei Graz;1716;34,85%;598;13;585;128;21,88%;100;17,09%;121;20,68%;135;23,08%;8;1,37%;47;8,03%;11;1,88%;16;2,74%;19;3,25%;;;;;;
G60643;Schrems bei Frohnleiten;471;47,35%;223;3;220;59;26,82%;50;22,73%;73;33,18%;18;8,18%;2;0,91%;10;4,55%;0;0,00%;0;0,00%;8;3,64%;;;;;;
G60644;Seiersberg;5648;39,73%;2244;40;2204;394;17,88%;520;23,59%;576;26,13%;323;14,66%;12;0,54%;245;11,12%;23;1,04%;43;1,95%;68;3,09%;;;;;;
G60645;Semriach;2601;37,37%;972;24;948;329;34,70%;142;14,98%;302;31,86%;71;7,49%;1;0,11%;61;6,43%;11;1,16%;14;1,48%;17;1,79%;;;;;;
G60646;Stattegg;2253;40,97%;923;14;909;216;23,76%;141;15,51%;167;18,37%;226;24,86%;6;0,66%;112;12,32%;4;0,44%;19;2,09%;18;1,98%;;;;;;
G60647;Stiwoll;607;37,56%;228;5;223;70;31,39%;51;22,87%;64;28,70%;20;8,97%;0;0,00%;9;4,04%;1;0,45%;4;1,79%;4;1,79%;;;;;;
G60648;Thal;1766;43,94%;776;9;767;146;19,04%;171;22,29%;207;26,99%;153;19,95%;0;0,00%;72;9,39%;1;0,13%;10;1,30%;7;0,91%;;;;;;
G60649;Tulwitz;422;50,00%;211;0;211;112;53,08%;25;11,85%;46;21,80%;10;4,74%;0;0,00%;12;5,69%;2;0,95%;2;0,95%;2;0,95%;;;;;;
G60650;Tyrnau;125;48,80%;61;4;57;25;43,86%;13;22,81%;16;28,07%;1;1,75%;0;0,00%;2;3,51%;0;0,00%;0;0,00%;0;0,00%;;;;;;
G60651;Übelbach;1701;35,16%;598;12;586;183;31,23%;164;27,99%;151;25,77%;40;6,83%;2;0,34%;28;4,78%;0;0,00%;4;0,68%;14;2,39%;;;;;;
G60652;Unterpremstätten;3241;30,64%;993;24;969;215;22,19%;220;22,70%;262;27,04%;127;13,11%;4;0,41%;86;8,88%;14;1,44%;19;1,96%;22;2,27%;;;;;;
G60653;Vasoldsberg;3552;34,54%;1227;25;1202;296;24,63%;194;16,14%;409;34,03%;151;12,56%;6;0,50%;99;8,24%;4;0,33%;26;2,16%;17;1,41%;;;;;;
G60654;Weinitzen;2129;35,70%;760;11;749;209;27,90%;94;12,55%;190;25,37%;143;19,09%;2;0,27%;85;11,35%;4;0,53%;13;1,74%;9;1,20%;;;;;;
G60655;Werndorf;1771;41,11%;728;16;712;138;19,38%;211;29,63%;209;29,35%;69;9,69%;4;0,56%;45;6,32%;3;0,42%;17;2,39%;16;2,25%;;;;;;
G60656;Wundschuh;1232;43,18%;532;9;523;240;45,89%;75;14,34%;116;22,18%;35;6,69%;5;0,96%;38;7,27%;4;0,76%;4;0,76%;6;1,15%;;;;;;
G60657;Zettling;1236;37,86%;468;3;465;136;29,25%;72;15,48%;139;29,89%;43;9,25%;2;0,43%;48;10,32%;7;1,51%;9;1,94%;9;1,94%;;;;;;
G60658;Zwaring-Pöls;1246;42,46%;529;11;518;163;31,47%;65;12,55%;166;32,05%;55;10,62%;5;0,97%;42;8,11%;8;1,54%;4;0,77%;10;1,93%;;;;;;
G60699;Wahlkarten - Graz-Umgebung;0;;6342;82;6260;1286;20,54%;1274;20,35%;1379;22,03%;966;15,43%;47;0,75%;846;13,51%;71;1,13%;163;2,60%;228;3,64%;;;;;;
G61000;Leibnitz;63709;37,85%;24113;532;23581;7046;29,88%;4586;19,45%;6782;28,76%;2211;9,38%;159;0,67%;1724;7,31%;257;1,09%;255;1,08%;561;2,38%;;;;;;
G61001;Allerheiligen bei Wildon;1198;35,31%;423;11;412;147;35,68%;70;16,99%;90;21,84%;54;13,11%;0;0,00%;30;7,28%;3;0,73%;11;2,67%;7;1,70%;;;;;;
G61002;Arnfels;870;31,61%;275;3;272;80;29,41%;53;19,49%;76;27,94%;31;11,40%;4;1,47%;21;7,72%;4;1,47%;0;0,00%;3;1,10%;;;;;;
G61003;Berghausen;526;26,81%;141;4;137;32;23,36%;27;19,71%;36;26,28%;20;14,60%;1;0,73%;14;10,22%;4;2,92%;0;0,00%;3;2,19%;;;;;;
G61004;Breitenfeld am Tannenriegel;172;49,42%;85;6;79;34;43,04%;12;15,19%;26;32,91%;1;1,27%;0;0,00%;3;3,80%;0;0,00%;0;0,00%;3;3,80%;;;;;;
G61005;Ehrenhausen;875;36,00%;315;10;305;81;26,56%;91;29,84%;85;27,87%;29;9,51%;0;0,00%;6;1,97%;1;0,33%;1;0,33%;11;3,61%;;;;;;
G61006;Eichberg-Trautenburg;644;31,83%;205;4;201;74;36,82%;22;10,95%;70;34,83%;10;4,98%;1;0,50%;17;8,46%;3;1,49%;1;0,50%;3;1,49%;;;;;;
